BRA,Summary
Yes,[a11y] Binding dialog doesn't implement all requirements for accessibility
Yes,[a11y] Editor for jSpinner model doesn't implement all requirements for accessibility
Yes,[a11y] ACTIONS: Action editor doesn't implement all requirements for accessibility
Yes,[a11y] Table customizer dialog doesn't implement all requirements for accessibility
Yes,[a11y] wizard for JDA - Master Table doesn't implement all requirements for accessibility
Yes,[a11y] Editor for formatted factory doesn't implement all requirements for accessibility
Yes,[a11y] model editor for JTable doesn't implement full accessibility
Yes,Missing accessibility information for Profiler and Snapshots windows
Yes,A11Y: accessibility problem of Change Visible Columns dialog
Yes,"A11Y: accessibility problems of ""Uninstalling module"" dialog"
Yes,[a11y] jUnit dialogs accessibility issues
Yes,a11y: New Binding dialog is missing accessibility info
